                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.96577,                 1.5187,                 1.1283,                0.32723,                0.20944,                0.17631,                0.11358,                 1.6001,                  2.647,                 1.5108,              0.0004952,              0.0004952,              0.0004952
                    154,                0.94876,                 1.4813,                 1.1171,                0.41593,                0.17387,                0.18113,                0.11494,                 1.5785,                 2.5994,                 1.5079,              0.0004853,              0.0004853,              0.0004853
                    155,                0.93498,                 1.4746,                 1.1202,                0.34519,                0.22352,                0.19183,                  0.116,                 1.5739,                 2.6142,                 1.4923,              0.0004754,              0.0004754,              0.0004754
                    156,                0.96154,                 1.4954,                  1.127,                0.42642,                0.19745,                0.19127,                0.11472,                 1.5713,                 2.6179,                 1.4845,              0.0004655,              0.0004655,              0.0004655
                    157,                0.94626,                 1.4749,                 1.1241,                0.49061,                 0.1936,                 0.1868,                0.11135,                 1.6056,                 2.6434,                 1.5022,              0.0004556,              0.0004556,              0.0004556
                    158,                0.91581,                 1.4808,                 1.1021,                0.47807,                0.18399,                0.18682,                0.11358,                 1.5657,                 2.6606,                 1.4854,              0.0004457,              0.0004457,              0.0004457
                    159,                0.93834,                 1.4849,                 1.1051,                0.35786,                0.21453,                0.18514,                0.11398,                 1.6066,                 2.6453,                 1.5213,              0.0004358,              0.0004358,              0.0004358
                    160,                0.95538,                 1.4475,                 1.1291,                0.43209,                0.21137,                0.18635,                0.11762,                 1.5657,                 2.5839,                 1.4876,              0.0004259,              0.0004259,              0.0004259
                    161,                0.93436,                 1.4344,                 1.1194,                0.41702,                 0.1953,                0.18585,                0.11809,                  1.556,                 2.5867,                 1.4801,               0.000416,               0.000416,               0.000416
                    162,                0.91625,                 1.4331,                 1.1016,                0.30516,                0.21263,                0.18648,                0.11761,                 1.5698,                 2.5859,                 1.4975,              0.0004061,              0.0004061,              0.0004061
                    163,                0.89769,                 1.3909,                 1.0846,                 0.4521,                0.18611,                0.19846,                0.12395,                 1.5869,                  2.583,                 1.5254,              0.0003962,              0.0003962,              0.0003962
                    164,                0.95818,                 1.4834,                 1.1383,                0.46227,                0.20276,                0.19998,                0.12264,                 1.5904,                  2.607,                 1.5414,              0.0003863,              0.0003863,              0.0003863
                    165,                 0.9064,                 1.4199,                 1.0882,                0.38341,                0.21342,                0.20604,                0.12576,                 1.5908,                 2.6021,                   1.54,              0.0003764,              0.0003764,              0.0003764
                    166,                0.91098,                 1.4015,                 1.1115,                0.26023,                0.21861,                0.19976,                0.12388,                 1.5778,                 2.6106,                  1.524,              0.0003665,              0.0003665,              0.0003665
                    167,                0.91704,                 1.4399,                 1.1111,                0.24044,                0.23515,                0.18883,                0.11744,                  1.557,                 2.6299,                 1.4872,              0.0003566,              0.0003566,              0.0003566
                    168,                0.91035,                 1.4248,                 1.1094,                0.27794,                0.23532,                0.18612,                0.11522,                  1.578,                 2.6723,                  1.495,              0.0003467,              0.0003467,              0.0003467
                    169,                0.91061,                 1.4393,                 1.0956,                0.29042,                0.22901,                0.18766,                0.11612,                 1.5606,                 2.6856,                 1.4891,              0.0003368,              0.0003368,              0.0003368
                    170,                0.92447,                 1.4047,                 1.1148,                0.28874,                0.23009,                0.19135,                0.11974,                 1.5723,                 2.6726,                  1.505,              0.0003269,              0.0003269,              0.0003269
                    171,                0.90268,                 1.4264,                 1.0901,                0.25592,                0.23382,                0.18974,                0.12299,                 1.5475,                 2.6428,                 1.4922,               0.000317,               0.000317,               0.000317
